"Variables ->","y","cpi","i","l_y","l_cpi","dl_cpi","l_y_tnd","l_y_gap","l_y_tnd0","l_y_gap0","l_y_tnd1","l_y_gap1","l_y_tnd2","l_y_gap2"
"Comments ->","US GDP at market prices, chain linked 2012 prices, seasonally adjusted","CPI US,  seasonally adjusted","Fed Funds effective interest rate (% p.a.)","US GDP at market prices, chain linked 2012 prices, seasonally adjusted","CPI US,  seasonally adjusted","CPI US,  seasonally adjusted","US GDP at market prices, chain linked 2012 prices, seasonally adjusted","US GDP at market prices, chain linked 2012 prices, seasonally adjusted","US GDP at market prices, chain linked 2012 prices, seasonally adjusted","US GDP at market prices, chain linked 2012 prices, seasonally adjusted","US GDP at market prices, chain linked 2012 prices, seasonally adjusted","US GDP at market prices, chain linked 2012 prices, seasonally adjusted","US GDP at market prices, chain linked 2012 prices, seasonally adjusted","US GDP at market prices, chain linked 2012 prices, seasonally adjusted"
"Class[Size] ->","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]"
"2016Q4",17812.56,242.1346666666667,0.45,978.7659105426385,548.9494045211743,2.531105111394936,978.919701405525,-0.153790862886467,979.1231372611121,-0.357226718473612,980.8222226868512,-2.056312144212711,980.1368027271404,-1.37089218450194
"2017Q1",17896.623,243.8386666666667,0.7,979.2367314812579,549.650680441684,2.805103682038862,979.4335180188505,-0.1967865375925157,979.7005460320821,-0.4638145508241678,981.1722975335473,-1.935566052289346,980.650490628437,-1.413759147179007
"2017Q2",17996.802,244.12,0.95,979.7949354427043,549.7659907676294,0.4612413037816623,979.9371769118998,-0.1422414691954828,980.2853927620706,-0.4904573193663282,981.5069311801025,-1.711995737398183,981.1199612717099,-1.325025829005654
"2017Q3",18126.226,245.287,1.15333,980.511511881461,550.2428953529065,1.907618341108446,980.429377599064,0.0821342823970781,980.8687884685471,-0.3572765870860621,981.8294307231871,-1.317918841726055,981.5363255901223,-1.024813708661213
"2017Q4",18296.685,247.2383333333333,1.20333,981.4475174879331,551.0352783680071,3.169532060402162,980.9087306938154,0.538786794117641,981.4369395957875,0.01057789214553395,982.1420332621364,-0.6945157742032961,981.8898663756934,-0.4423488877603177
"2018Q1",18436.262,249.2543333333333,1.44667,982.2074765065086,551.8473794180625,3.248404200221557,981.3738981435534,0.8335783629551088,981.972479822197,0.2349966843115681,982.4461521970101,-0.2386756905015091,982.1702259118751,0.03725059463340585
"2018Q2",18590.004,250.681,1.73667,983.0379295884912,552.4181214498032,2.282968126962714,981.8238786374241,1.214050951067179,982.4581486051025,0.5797809833887868,982.7427668555092,0.2951627329820212,982.366770014065,0.6711595744262695
"2018Q3",18679.599,251.7703333333334,1.92333,983.5187244742997,552.8517296294746,1.734432718685639,982.2581918510501,1.26053262324956,982.8790353686741,0.6396891056256209,983.0327073930283,0.4860170812713704,982.4688877792827,1.049836695017007
"2018Q4",18721.281,252.69,2.22,983.7416177177571,553.2163440995382,1.458457880254628,982.6771162418983,1.064501475858833,983.226027346917,0.5155903708400729,983.3169884416708,0.4246292760863071,982.4663877792824,1.275229938474695
"2019Q1",18833.195,253.2926666666667,2.40333,984.3376283306703,553.454560541075,0.9528657661471698,983.0817181003243,1.255910230345989,983.4964086648934,0.8412196657769755,983.5969283942158,0.7406999364545754,982.5307942606925,1.806834069977867
